# file...... IEEE-13_House_voltage.csv
# date...... Tue Dec  1 01:37:27 2020
# user...... (null)
# host...... (null)
# group..... class=triplex_load
# property.. voltage_12
# limit..... 10000
# interval.. 60
# timestamp,tl_house_1,tl_house_16,tl_house_31,tl_house_2,tl_house_17,tl_house_32,tl_house_3,tl_house_18,tl_house_33,tl_house_4,tl_house_19,tl_house_34,tl_house_5,tl_house_20,tl_house_35,tl_house_6,tl_house_21,tl_house_36,tl_house_7,tl_house_22,tl_house_37,tl_house_8,tl_house_23,tl_house_38,tl_house_9,tl_house_24,tl_house_39,tl_house_10,tl_house_25,tl_house_40,tl_house_11,tl_house_26,tl_house_12,tl_house_27,tl_house_13,tl_house_28,tl_house_14,tl_house_29,tl_house_15,tl_house_30
2018-01-01 00:10:00 EST,-107.732+187.982j,-107.732+187.982j,-107.732+187.982j,+216.873-0.381488j,+216.873-0.381488j,+216.873-0.381488j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413712j,+217.283-0.413712j,+217.283-0.413712j,+217.291-0.41686j,+217.291-0.41686j,+217.291-0.41686j,-109.043-187.893j,-109.043-187.893j,-107.837+188.061j,-107.837+188.061j,+217.301-0.427921j,+217.301-0.427921j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:11:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381526j,+216.873-0.381526j,+216.873-0.381526j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413722j,+217.283-0.413722j,+217.283-0.413722j,+217.291-0.416865j,+217.291-0.416865j,+217.291-0.416865j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427928j,+217.301-0.427928j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:12:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381526j,+216.873-0.381526j,+216.873-0.381526j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413722j,+217.283-0.413722j,+217.283-0.413722j,+217.291-0.416865j,+217.291-0.416865j,+217.291-0.416865j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427928j,+217.301-0.427928j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:13:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381526j,+216.873-0.381526j,+216.873-0.381526j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413722j,+217.283-0.413722j,+217.283-0.413722j,+217.291-0.416865j,+217.291-0.416865j,+217.291-0.416865j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427928j,+217.301-0.427928j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:14:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381526j,+216.873-0.381526j,+216.873-0.381526j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413722j,+217.283-0.413722j,+217.283-0.413722j,+217.291-0.416865j,+217.291-0.416865j,+217.291-0.416865j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427928j,+217.301-0.427928j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:15:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381526j,+216.873-0.381526j,+216.873-0.381526j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413722j,+217.283-0.413722j,+217.283-0.413722j,+217.291-0.416865j,+217.291-0.416865j,+217.291-0.416865j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427928j,+217.301-0.427928j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:16:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381526j,+216.873-0.381526j,+216.873-0.381526j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413722j,+217.283-0.413722j,+217.283-0.413722j,+217.291-0.416865j,+217.291-0.416865j,+217.291-0.416865j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427928j,+217.301-0.427928j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:17:00 EST,-107.748+188.003j,-107.748+188.003j,-107.748+188.003j,+216.851-0.356897j,+216.851-0.356897j,+216.851-0.356897j,-108.858-187.235j,-108.858-187.235j,-108.858-187.235j,-107.836+188.101j,-107.836+188.101j,-107.836+188.101j,-109.024-187.594j,-109.024-187.594j,-109.024-187.594j,-107.98+188.128j,-107.98+188.128j,-107.98+188.128j,-108.867-187.638j,-108.867-187.638j,-108.867-187.638j,-107.975+188.166j,-107.975+188.166j,-107.975+188.166j,+217.261-0.389062j,+217.261-0.389062j,+217.261-0.389062j,+217.269-0.392204j,+217.269-0.392204j,+217.269-0.392204j,-109.089-187.841j,-109.089-187.841j,-107.853+188.082j,-107.853+188.082j,+217.279-0.403262j,+217.279-0.403262j,-109.094-187.802j,-109.094-187.802j,-107.864+188.068j,-107.864+188.068j
2018-01-01 00:18:00 EST,-107.748+188.003j,-107.748+188.003j,-107.748+188.003j,+216.851-0.356897j,+216.851-0.356897j,+216.851-0.356897j,-108.858-187.235j,-108.858-187.235j,-108.858-187.235j,-107.836+188.101j,-107.836+188.101j,-107.836+188.101j,-109.024-187.594j,-109.024-187.594j,-109.024-187.594j,-107.98+188.128j,-107.98+188.128j,-107.98+188.128j,-108.867-187.638j,-108.867-187.638j,-108.867-187.638j,-107.975+188.166j,-107.975+188.166j,-107.975+188.166j,+217.261-0.389062j,+217.261-0.389062j,+217.261-0.389062j,+217.269-0.392204j,+217.269-0.392204j,+217.269-0.392204j,-109.089-187.841j,-109.089-187.841j,-107.853+188.082j,-107.853+188.082j,+217.279-0.403262j,+217.279-0.403262j,-109.094-187.802j,-109.094-187.802j,-107.864+188.068j,-107.864+188.068j
2018-01-01 00:19:00 EST,-107.748+188.003j,-107.748+188.003j,-107.748+188.003j,+216.851-0.356906j,+216.851-0.356906j,+216.851-0.356906j,-108.858-187.235j,-108.858-187.235j,-108.858-187.235j,-107.836+188.101j,-107.836+188.101j,-107.836+188.101j,-109.024-187.594j,-109.024-187.594j,-109.024-187.594j,-107.98+188.128j,-107.98+188.128j,-107.98+188.128j,-108.867-187.638j,-108.867-187.638j,-108.867-187.638j,-107.975+188.166j,-107.975+188.166j,-107.975+188.166j,+217.261-0.389076j,+217.261-0.389076j,+217.261-0.389076j,+217.269-0.392218j,+217.269-0.392218j,+217.269-0.392218j,-109.089-187.841j,-109.089-187.841j,-107.853+188.081j,-107.853+188.081j,+217.279-0.403275j,+217.279-0.403275j,-109.094-187.802j,-109.094-187.802j,-107.864+188.068j,-107.864+188.068j
2018-01-01 00:20:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381534j,+216.873-0.381534j,+216.873-0.381534j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413737j,+217.283-0.413737j,+217.283-0.413737j,+217.292-0.416879j,+217.292-0.416879j,+217.292-0.416879j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427942j,+217.301-0.427942j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:21:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381526j,+216.873-0.381526j,+216.873-0.381526j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413722j,+217.283-0.413722j,+217.283-0.413722j,+217.291-0.416865j,+217.291-0.416865j,+217.291-0.416865j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427928j,+217.301-0.427928j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:22:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381526j,+216.873-0.381526j,+216.873-0.381526j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413722j,+217.283-0.413722j,+217.283-0.413722j,+217.291-0.416865j,+217.291-0.416865j,+217.291-0.416865j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427928j,+217.301-0.427928j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:23:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381526j,+216.873-0.381526j,+216.873-0.381526j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413722j,+217.283-0.413722j,+217.283-0.413722j,+217.291-0.416865j,+217.291-0.416865j,+217.291-0.416865j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427928j,+217.301-0.427928j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:24:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.873-0.381526j,+216.873-0.381526j,+216.873-0.381526j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413722j,+217.283-0.413722j,+217.283-0.413722j,+217.291-0.416865j,+217.291-0.416865j,+217.291-0.416865j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.301-0.427928j,+217.301-0.427928j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
2018-01-01 00:25:00 EST,-107.742+187.967j,-107.742+187.967j,-107.742+187.967j,+216.703-0.587559j,+216.703-0.587559j,+216.703-0.587559j,-108.825-187.309j,-108.825-187.309j,-108.825-187.309j,-107.833+188.06j,-107.833+188.06j,-107.833+188.06j,-108.868-187.85j,-108.868-187.85j,-108.868-187.85j,-107.969+188.086j,-107.969+188.086j,-107.969+188.086j,-108.824-187.738j,-108.824-187.738j,-108.824-187.738j,-107.964+188.123j,-107.964+188.123j,-107.964+188.123j,+217.259-0.450357j,+217.259-0.450357j,+217.259-0.450357j,+217.267-0.4535j,+217.267-0.4535j,+217.267-0.4535j,-109.054-187.911j,-109.054-187.911j,-107.847+188.046j,-107.847+188.046j,+217.277-0.464565j,+217.277-0.464565j,-109.059-187.873j,-109.059-187.873j,-107.858+188.032j,-107.858+188.032j
2018-01-01 00:26:00 EST,-107.742+187.967j,-107.742+187.967j,-107.742+187.967j,+216.703-0.5875j,+216.703-0.5875j,+216.703-0.5875j,-108.825-187.309j,-108.825-187.309j,-108.825-187.309j,-107.833+188.06j,-107.833+188.06j,-107.833+188.06j,-108.868-187.85j,-108.868-187.85j,-108.868-187.85j,-107.969+188.086j,-107.969+188.086j,-107.969+188.086j,-108.824-187.738j,-108.824-187.738j,-108.824-187.738j,-107.964+188.123j,-107.964+188.123j,-107.964+188.123j,+217.259-0.450331j,+217.259-0.450331j,+217.259-0.450331j,+217.267-0.453474j,+217.267-0.453474j,+217.267-0.453474j,-109.054-187.911j,-109.054-187.911j,-107.847+188.046j,-107.847+188.046j,+217.277-0.464539j,+217.277-0.464539j,-109.059-187.873j,-109.059-187.873j,-107.858+188.032j,-107.858+188.032j
2018-01-01 00:27:00 EST,-107.742+187.967j,-107.742+187.967j,-107.742+187.967j,+216.703-0.5875j,+216.703-0.5875j,+216.703-0.5875j,-108.825-187.309j,-108.825-187.309j,-108.825-187.309j,-107.833+188.06j,-107.833+188.06j,-107.833+188.06j,-108.868-187.85j,-108.868-187.85j,-108.868-187.85j,-107.969+188.086j,-107.969+188.086j,-107.969+188.086j,-108.824-187.738j,-108.824-187.738j,-108.824-187.738j,-107.964+188.123j,-107.964+188.123j,-107.964+188.123j,+217.259-0.450331j,+217.259-0.450331j,+217.259-0.450331j,+217.267-0.453474j,+217.267-0.453474j,+217.267-0.453474j,-109.054-187.911j,-109.054-187.911j,-107.847+188.046j,-107.847+188.046j,+217.277-0.464539j,+217.277-0.464539j,-109.059-187.873j,-109.059-187.873j,-107.858+188.032j,-107.858+188.032j
2018-01-01 00:28:00 EST,-107.742+187.967j,-107.742+187.967j,-107.742+187.967j,+216.703-0.5875j,+216.703-0.5875j,+216.703-0.5875j,-108.825-187.309j,-108.825-187.309j,-108.825-187.309j,-107.833+188.06j,-107.833+188.06j,-107.833+188.06j,-108.868-187.85j,-108.868-187.85j,-108.868-187.85j,-107.969+188.086j,-107.969+188.086j,-107.969+188.086j,-108.824-187.738j,-108.824-187.738j,-108.824-187.738j,-107.964+188.123j,-107.964+188.123j,-107.964+188.123j,+217.259-0.450331j,+217.259-0.450331j,+217.259-0.450331j,+217.267-0.453474j,+217.267-0.453474j,+217.267-0.453474j,-109.054-187.911j,-109.054-187.911j,-107.847+188.046j,-107.847+188.046j,+217.277-0.464539j,+217.277-0.464539j,-109.059-187.873j,-109.059-187.873j,-107.858+188.032j,-107.858+188.032j
2018-01-01 00:29:00 EST,-107.731+187.982j,-107.731+187.982j,-107.731+187.982j,+216.874-0.381466j,+216.874-0.381466j,+216.874-0.381466j,-108.811-187.287j,-108.811-187.287j,-108.811-187.287j,-107.819+188.08j,-107.819+188.08j,-107.819+188.08j,-108.856-187.832j,-108.856-187.832j,-108.856-187.832j,-107.959+188.101j,-107.959+188.101j,-107.959+188.101j,-108.812-187.72j,-108.812-187.72j,-108.812-187.72j,-107.954+188.138j,-107.954+188.138j,-107.954+188.138j,+217.283-0.413697j,+217.283-0.413697j,+217.283-0.413697j,+217.292-0.416839j,+217.292-0.416839j,+217.292-0.416839j,-109.043-187.893j,-109.043-187.893j,-107.836+188.061j,-107.836+188.061j,+217.302-0.427902j,+217.302-0.427902j,-109.047-187.855j,-109.047-187.855j,-107.848+188.047j,-107.848+188.047j
